timestamp,level,source,message,is_anomaly
2025-09-04 13:16:48,WARN,access,GET /api/users/3118 - 200 OK - 432ms,0
2025-09-05 00:50:19,DEBUG,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 19:15:28,WARN,security,SSL certificate validated for api.company.com,0
2025-09-04 22:08:24,WARN,access,User frank successfully logged in from 203.0.113.45,0
2025-09-04 05:22:04,WARN,security,Security scan completed - no threats detected,0
2025-09-04 17:56:21,INFO,access,GET /api/users/6719 - 200 OK - 362ms,0
2025-09-04 20:05:41,ALERT,security,CRITICAL: Data exfiltration attempt blocked,1
2025-09-05 02:31:59,DEBUG,system,Database connection established,0
2025-09-04 14:07:11,INFO,security,SSL certificate validated for api.company.com,0
2025-09-04 21:57:45,DEBUG,system,Cache cleared - 465 items removed,0
2025-09-04 23:32:27,WARN,error,Temporary service unavailable - maintenance mode,0
2025-09-04 01:17:37,DEBUG,system,Cache cleared - 943 items removed,0
2025-09-04 23:28:50,DEBUG,error,Invalid request format - missing required field,0
2025-09-04 05:36:47,WARNING,security,ALERT: Suspicious file modification detected,1
2025-09-05 00:36:59,WARN,system,Database connection established,0
2025-09-04 19:42:11,WARN,security,Password policy compliance check passed,0
2025-09-04 21:59:43,INFO,security,SSL certificate validated for app.company.com,0
2025-09-04 17:59:30,DEBUG,error,Temporary service unavailable - maintenance mode,0
2025-09-04 06:00:10,WARN,access,User eve successfully logged in from 192.168.1.10,0
2025-09-04 07:39:12,WARN,security,Password policy compliance check passed,0
2025-09-04 07:47:21,INFO,system,Database connection established,0
2025-09-04 20:43:31,WARN,access,User frank successfully logged in from 203.0.113.45,0
2025-09-04 16:19:56,WARN,error,Non-critical error in user - operation continued,0
2025-09-04 21:29:07,INFO,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 08:31:44,WARN,access,GET /dashboard - 200 OK - 101ms,0
2025-09-05 00:00:39,DEBUG,system,System health check completed successfully,0
2025-09-04 19:23:49,DEBUG,system,Scheduled backup completed - 31MB,0
2025-09-04 21:59:08,DEBUG,security,SSL certificate validated for secure.company.com,0
2025-09-04 12:51:41,CRITICAL,system,CRITICAL: Database connection pool exhausted,1
2025-09-05 00:59:05,WARN,error,Temporary service unavailable - maintenance mode,0
2025-09-04 06:06:41,INFO,error,Connection timeout to external service - retrying,0
2025-09-04 16:55:21,INFO,error,Invalid request format - missing required field,0
2025-09-04 11:27:33,WARN,system,Service notification-service started successfully,0
2025-09-04 02:54:32,DEBUG,system,Database connection established,0
2025-09-04 07:05:41,WARN,security,Security scan completed - no threats detected,0
2025-09-04 07:11:40,DEBUG,error,Rate limit exceeded for IP 192.168.1.10 - request throttled,0
2025-09-04 13:46:05,INFO,error,Rate limit exceeded for IP 10.0.0.5 - request throttled,0
2025-09-04 11:29:17,WARN,security,Password policy compliance check passed,0
2025-09-04 17:47:32,INFO,error,Rate limit exceeded for IP 203.0.113.45 - request throttled,0
2025-09-04 22:49:17,INFO,access,User frank accessed resource /settings,0
2025-09-04 07:53:41,DEBUG,system,System health check completed successfully,0
2025-09-04 10:56:00,INFO,system,Database connection established,0
2025-09-04 14:11:42,DEBUG,system,Cache cleared - 662 items removed,0
2025-09-05 00:12:49,WARN,security,SSL certificate validated for app.company.com,0
2025-09-04 20:14:13,CRITICAL,system,ALERT: Disk space critically low - 4% remaining,1
2025-09-04 22:17:36,WARN,system,Service payment-service started successfully,0
2025-09-04 20:12:19,WARN,security,Password policy compliance check passed,0
2025-09-04 21:55:49,INFO,access,GET /api/users/5783 - 200 OK - 353ms,0
2025-09-04 19:39:56,DEBUG,error,Invalid request format - missing required field,0
2025-09-04 23:49:15,INFO,access,GET /api/users/4253 - 200 OK - 349ms,0
2025-09-04 08:40:43,WARN,system,Database connection established,0
2025-09-04 02:56:58,INFO,access,GET /api/users/8172 - 200 OK - 91ms,0
2025-09-04 20:44:37,DEBUG,system,Scheduled backup completed - 44MB,0
2025-09-04 22:23:24,WARN,access,GET /api/users/6370 - 200 OK - 299ms,0
2025-09-04 04:45:20,INFO,system,Service notification-service started successfully,0
2025-09-04 22:52:36,DEBUG,security,Access token refreshed for user charlie,0
2025-09-04 18:37:13,ALERT,access,WARNING: Brute force attack detected from 192.168.1.10,1
2025-09-04 18:26:16,DEBUG,system,System health check completed successfully,0
2025-09-04 06:51:53,INFO,error,Non-critical error in auth - operation continued,0
2025-09-04 22:04:10,INFO,access,GET /dashboard - 200 OK - 124ms,0
2025-09-04 00:47:35,WARN,security,SSL certificate validated for api.company.com,0
2025-09-04 14:57:12,WARN,system,Database connection established,0
2025-09-04 20:18:44,INFO,error,Rate limit exceeded for IP 172.16.0.100 - request throttled,0
2025-09-04 02:06:15,DEBUG,access,User alice accessed resource /api/users,0
2025-09-04 02:04:39,WARN,error,Invalid request format - missing required field,0
2025-09-04 08:55:01,DEBUG,system,Scheduled backup completed - 18MB,0
2025-09-04 19:39:25,DEBUG,system,Scheduled backup completed - 84MB,0
2025-09-04 12:21:58,DEBUG,system,Scheduled backup completed - 86MB,0
2025-09-04 15:24:05,ALERT,system,ALERT: Disk space critically low - 2% remaining,1
2025-09-04 01:38:36,DEBUG,system,Cache cleared - 845 items removed,0
2025-09-04 02:12:30,INFO,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 03:23:50,INFO,error,Rate limit exceeded for IP 10.0.0.5 - request throttled,0
2025-09-04 15:07:17,ALERT,access,ALERT: Unusual access pattern detected for user bob,1
2025-09-04 04:07:27,INFO,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-05 00:09:15,WARN,security,SSL certificate validated for secure.company.com,0
2025-09-04 20:51:16,WARN,error,Invalid request format - missing required field,0
2025-09-04 04:15:42,WARN,error,Invalid request format - missing required field,0
2025-09-04 05:59:14,DEBUG,security,Security scan completed - no threats detected,0
2025-09-04 05:22:41,DEBUG,security,Password policy compliance check passed,0
2025-09-04 05:31:55,WARN,security,Access token refreshed for user frank,0
2025-09-04 17:26:23,INFO,system,Cache cleared - 722 items removed,0
2025-09-04 03:32:37,WARN,access,GET /dashboard - 200 OK - 489ms,0
2025-09-04 02:21:20,INFO,error,Non-critical error in notification - operation continued,0
2025-09-04 06:18:27,INFO,system,Cache cleared - 144 items removed,0
2025-09-04 18:03:14,INFO,error,Connection timeout to external service - retrying,0
2025-09-04 08:59:19,WARN,security,Password policy compliance check passed,0
2025-09-04 20:03:00,INFO,error,Rate limit exceeded for IP 203.0.113.45 - request throttled,0
2025-09-04 08:38:04,DEBUG,security,Access token refreshed for user alice,0
2025-09-04 08:29:52,DEBUG,access,GET /api/users/1993 - 200 OK - 301ms,0
2025-09-04 18:35:25,WARNING,access,CRITICAL: Multiple failed login attempts from 203.0.113.45 - 33 attempts,1
2025-09-04 04:36:13,FATAL,error,FATAL: Application crashed with stack overflow,1
2025-09-04 20:10:49,INFO,system,Cache cleared - 274 items removed,0
2025-09-04 21:41:38,DEBUG,system,Cache cleared - 363 items removed,0
2025-09-04 06:18:31,WARN,system,System health check completed successfully,0
2025-09-04 19:34:55,CRITICAL,system,CRITICAL: System memory usage at 98% - immediate action required,1
2025-09-04 03:00:34,WARN,system,Database connection established,0
2025-09-04 18:31:16,WARN,access,GET /api/users/3335 - 200 OK - 153ms,0
2025-09-04 07:47:04,INFO,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 10:30:13,WARN,access,GET /api/users/6363 - 200 OK - 358ms,0
2025-09-04 02:00:30,DEBUG,access,GET /api/users/3357 - 200 OK - 138ms,0
2025-09-04 19:00:24,DEBUG,error,Non-critical error in payment - operation continued,0
2025-09-04 16:30:47,WARNING,error,CRITICAL: Cascade failure in microservices,1
2025-09-04 19:12:49,DEBUG,error,Non-critical error in payment - operation continued,0
2025-09-04 23:13:27,WARN,access,User charlie accessed resource /api/users,0
2025-09-04 04:35:07,ALERT,system,CRITICAL: System memory usage at 98% - immediate action required,1
2025-09-04 05:46:03,ALERT,access,CRITICAL: Multiple failed login attempts from 10.0.0.5 - 24 attempts,1
2025-09-04 08:48:12,INFO,system,Cache cleared - 960 items removed,0
2025-09-04 20:57:40,INFO,system,System health check completed successfully,0
2025-09-04 11:06:29,INFO,system,Database connection established,0
2025-09-04 16:44:27,INFO,security,Access token refreshed for user alice,0
2025-09-04 15:47:36,INFO,security,Firewall rule updated for 172.16.0.100,0
2025-09-04 16:59:53,WARN,security,Password policy compliance check passed,0
2025-09-04 10:03:10,DEBUG,security,Access token refreshed for user eve,0
2025-09-04 19:56:09,DEBUG,system,Cache cleared - 834 items removed,0
2025-09-04 05:04:04,INFO,security,Password policy compliance check passed,0
2025-09-04 20:59:07,WARNING,security,ALERT: Suspicious file modification detected,1
2025-09-04 07:59:41,WARN,access,User bob successfully logged in from 172.16.0.100,0
2025-09-04 19:31:20,INFO,security,Access token refreshed for user diana,0
2025-09-04 06:08:06,WARN,system,Scheduled backup completed - 55MB,0
2025-09-05 01:00:26,FATAL,access,WARNING: Brute force attack detected from 10.0.0.5,1
2025-09-05 00:24:03,INFO,system,Service notification-service started successfully,0
2025-09-04 20:27:15,INFO,system,Cache cleared - 409 items removed,0
2025-09-04 19:18:53,DEBUG,access,GET /dashboard - 200 OK - 437ms,0
2025-09-04 09:34:49,DEBUG,access,GET /api/users/4425 - 200 OK - 463ms,0
2025-09-05 00:31:27,DEBUG,security,Password policy compliance check passed,0
2025-09-04 02:27:28,WARN,error,Non-critical error in payment - operation continued,0
2025-09-04 01:29:40,FATAL,error,CRITICAL: Database corruption detected,1
2025-09-04 12:18:02,DEBUG,security,Security scan completed - no threats detected,0
2025-09-04 22:25:38,WARN,access,User diana successfully logged in from 172.16.0.100,0
2025-09-04 14:21:22,DEBUG,security,Password policy compliance check passed,0
2025-09-04 22:23:18,WARN,security,Password policy compliance check passed,0
2025-09-04 18:59:22,FATAL,security,ALERT: Suspicious file modification detected,1
2025-09-04 09:05:44,DEBUG,error,Rate limit exceeded for IP 172.16.0.100 - request throttled,0
2025-09-04 11:57:08,DEBUG,security,Access token refreshed for user alice,0
2025-09-04 22:19:16,DEBUG,error,Rate limit exceeded for IP 172.16.0.100 - request throttled,0
2025-09-05 01:27:10,ALERT,error,CRITICAL: Database corruption detected,1
2025-09-04 17:31:22,DEBUG,system,Database connection established,0
2025-09-04 00:42:29,WARN,security,Firewall rule updated for 10.0.0.5,0
2025-09-04 18:52:30,INFO,system,Database connection established,0
2025-09-04 23:11:09,WARN,access,User charlie successfully logged in from 192.168.1.10,0
2025-09-04 19:55:39,DEBUG,system,Database connection established,0
2025-09-04 11:10:42,INFO,error,Invalid request format - missing required field,0
2025-09-04 04:46:34,WARN,access,User charlie successfully logged in from 10.0.0.5,0
2025-09-04 13:57:10,CRITICAL,security,CRITICAL: SQL injection attempt detected in query,1
2025-09-04 20:03:58,WARN,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 03:13:08,INFO,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 19:59:37,DEBUG,security,Security scan completed - no threats detected,0
2025-09-04 23:40:25,INFO,security,Password policy compliance check passed,0
2025-09-04 17:10:16,DEBUG,security,Security scan completed - no threats detected,0
2025-09-04 22:59:40,DEBUG,error,Temporary service unavailable - maintenance mode,0
2025-09-04 02:59:21,DEBUG,security,Security scan completed - no threats detected,0
2025-09-04 07:43:12,WARN,system,System health check completed successfully,0
2025-09-04 23:54:19,DEBUG,error,Non-critical error in notification - operation continued,0
2025-09-04 16:50:21,DEBUG,security,Access token refreshed for user charlie,0
2025-09-04 08:34:29,WARN,security,Security scan completed - no threats detected,0
2025-09-04 20:53:31,WARN,error,Connection timeout to external service - retrying,0
2025-09-04 03:49:49,WARN,system,Service user-service started successfully,0
2025-09-05 00:30:15,WARN,security,Security scan completed - no threats detected,0
2025-09-05 00:54:27,WARN,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 11:43:48,DEBUG,security,SSL certificate validated for secure.company.com,0
2025-09-04 16:11:05,DEBUG,error,Connection timeout to external service - retrying,0
2025-09-05 00:19:05,DEBUG,error,Connection timeout to external service - retrying,0
2025-09-04 01:25:38,WARNING,security,ALERT: Suspicious file modification detected,1
2025-09-04 09:22:23,INFO,error,Invalid request format - missing required field,0
2025-09-04 02:42:03,WARN,system,Database connection established,0
2025-09-04 20:40:51,INFO,system,System health check completed successfully,0
2025-09-05 00:10:18,INFO,error,Connection timeout to external service - retrying,0
2025-09-04 15:00:00,DEBUG,security,Password policy compliance check passed,0
2025-09-04 17:30:29,WARN,system,Scheduled backup completed - 53MB,0
2025-09-04 16:39:29,DEBUG,system,System health check completed successfully,0
2025-09-04 16:11:34,INFO,system,Service payment-service started successfully,0
2025-09-04 09:50:39,WARN,error,Non-critical error in auth - operation continued,0
2025-09-04 06:00:12,WARN,access,User charlie accessed resource /settings,0
2025-09-04 19:41:04,DEBUG,system,Cache cleared - 257 items removed,0
2025-09-04 20:27:42,INFO,security,Firewall rule updated for 172.16.0.100,0
2025-09-04 14:51:47,WARN,system,Service payment-service started successfully,0
2025-09-04 12:19:41,DEBUG,security,Access token refreshed for user diana,0
2025-09-04 10:27:10,WARN,error,Invalid request format - missing required field,0
2025-09-04 11:01:10,DEBUG,access,GET /api/users/9320 - 200 OK - 86ms,0
2025-09-04 06:27:37,INFO,error,Temporary service unavailable - maintenance mode,0
2025-09-04 08:02:27,WARN,error,Connection timeout to external service - retrying,0
2025-09-04 16:05:23,INFO,error,Temporary service unavailable - maintenance mode,0
2025-09-04 02:07:00,INFO,access,GET /api/users/5467 - 200 OK - 391ms,0
2025-09-04 14:08:40,INFO,system,Cache cleared - 263 items removed,0
2025-09-04 21:44:42,WARN,security,Password policy compliance check passed,0
2025-09-04 16:18:31,WARN,access,GET /api/users/2705 - 200 OK - 122ms,0
2025-09-04 16:25:46,DEBUG,system,Database connection established,0
2025-09-04 20:18:14,FATAL,error,FATAL: Application crashed with stack overflow,1
2025-09-04 04:34:26,INFO,access,GET /api/users/1307 - 200 OK - 190ms,0
2025-09-04 09:55:52,DEBUG,access,User alice accessed resource /admin,0
2025-09-04 17:15:06,WARN,security,Security scan completed - no threats detected,0
2025-09-04 21:58:11,INFO,system,Database connection established,0
2025-09-04 08:19:14,DEBUG,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 01:14:30,INFO,system,System health check completed successfully,0
2025-09-04 19:27:50,WARN,security,Security scan completed - no threats detected,0
2025-09-05 02:06:36,DEBUG,security,SSL certificate validated for api.company.com,0
2025-09-05 02:14:00,INFO,error,Invalid request format - missing required field,0
2025-09-04 07:20:22,DEBUG,system,System health check completed successfully,0
2025-09-04 21:19:20,INFO,system,Scheduled backup completed - 37MB,0
2025-09-05 00:06:16,WARN,system,System health check completed successfully,0
2025-09-04 19:05:49,WARN,system,Cache cleared - 113 items removed,0
2025-09-04 15:28:13,WARN,error,Non-critical error in payment - operation continued,0
2025-09-04 18:57:18,CRITICAL,security,ALERT: Suspicious file modification detected,1
2025-09-04 20:13:13,WARN,error,Invalid request format - missing required field,0
2025-09-04 19:05:59,DEBUG,system,Service notification-service started successfully,0
2025-09-04 15:40:39,DEBUG,security,Access token refreshed for user frank,0
2025-09-04 07:38:10,WARN,error,Connection timeout to external service - retrying,0
2025-09-04 06:15:24,DEBUG,access,User alice successfully logged in from 192.168.1.10,0
2025-09-04 12:29:36,DEBUG,security,Access token refreshed for user eve,0
2025-09-04 11:13:29,FATAL,system,CRITICAL: System memory usage at 98% - immediate action required,1
2025-09-04 04:02:19,INFO,system,Cache cleared - 966 items removed,0
2025-09-04 06:06:42,INFO,system,System health check completed successfully,0
2025-09-04 01:45:57,INFO,access,User eve successfully logged in from 172.16.0.100,0
2025-09-05 00:44:49,DEBUG,system,Service notification-service started successfully,0
2025-09-04 03:40:03,WARN,security,SSL certificate validated for api.company.com,0
2025-09-04 01:43:30,INFO,system,Service auth-service started successfully,0
2025-09-04 04:54:29,WARN,error,Connection timeout to external service - retrying,0
2025-09-04 06:40:05,WARN,security,Access token refreshed for user charlie,0
2025-09-04 22:25:54,INFO,access,User frank successfully logged in from 172.16.0.100,0
2025-09-04 06:23:28,WARN,security,Firewall rule updated for 10.0.0.5,0
2025-09-04 04:31:38,WARN,access,User bob accessed resource /admin,0
2025-09-04 11:44:56,INFO,access,GET /dashboard - 200 OK - 252ms,0
2025-09-04 07:18:21,WARN,system,Service user-service started successfully,0
2025-09-04 16:52:31,WARN,security,Firewall rule updated for 203.0.113.45,0
2025-09-05 02:32:13,DEBUG,security,Access token refreshed for user charlie,0
2025-09-04 23:07:22,INFO,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 08:42:20,INFO,security,Access token refreshed for user bob,0
2025-09-05 02:06:52,DEBUG,system,Service payment-service started successfully,0
2025-09-04 05:46:56,ALERT,security,ALERT: Malware signature detected in uploaded file,1
2025-09-04 18:42:58,WARN,access,User charlie accessed resource /admin,0
2025-09-04 18:05:13,WARN,error,Temporary service unavailable - maintenance mode,0
2025-09-04 10:49:19,WARNING,system,ALERT: Unusual CPU spike detected - 91% usage,1
2025-09-04 07:46:26,WARN,security,Firewall rule updated for 192.168.1.10,0
2025-09-05 00:31:45,DEBUG,system,System health check completed successfully,0
2025-09-04 23:55:22,INFO,error,Non-critical error in user - operation continued,0
2025-09-04 08:14:11,INFO,security,Password policy compliance check passed,0
2025-09-04 06:32:37,DEBUG,error,Connection timeout to external service - retrying,0
2025-09-05 00:46:22,DEBUG,error,Rate limit exceeded for IP 172.16.0.100 - request throttled,0
2025-09-04 06:20:59,ALERT,error,FATAL: Memory leak causing system instability,1
2025-09-04 07:06:46,DEBUG,access,User alice successfully logged in from 203.0.113.45,0
2025-09-04 20:07:29,WARN,system,Cache cleared - 744 items removed,0
2025-09-05 01:39:44,WARN,access,User alice successfully logged in from 192.168.1.10,0
2025-09-04 20:24:20,WARNING,error,FATAL: Application crashed with stack overflow,1
2025-09-04 13:23:37,INFO,access,User eve successfully logged in from 172.16.0.100,0
2025-09-04 10:11:30,ALERT,system,ALERT: Disk space critically low - 1% remaining,1
2025-09-04 20:05:00,WARN,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-05 00:16:11,DEBUG,security,SSL certificate validated for app.company.com,0
2025-09-04 09:37:51,WARN,system,Cache cleared - 535 items removed,0
2025-09-04 23:11:12,INFO,security,SSL certificate validated for api.company.com,0
2025-09-04 20:52:38,WARN,access,POST /api/auth/login - 200 OK - User authenticated,0
2025-09-04 17:52:50,INFO,error,Rate limit exceeded for IP 10.0.0.5 - request throttled,0
2025-09-04 22:30:39,WARN,system,Database connection established,0
2025-09-05 02:11:16,INFO,system,Cache cleared - 506 items removed,0
2025-09-04 14:05:35,DEBUG,access,User frank successfully logged in from 192.168.1.10,0
2025-09-04 16:50:14,INFO,error,Rate limit exceeded for IP 203.0.113.45 - request throttled,0
2025-09-04 11:00:50,DEBUG,access,GET /dashboard - 200 OK - 61ms,0
2025-09-04 12:45:46,CRITICAL,system,ALERT: Disk space critically low - 4% remaining,1
2025-09-04 18:43:36,INFO,error,Non-critical error in payment - operation continued,0
2025-09-04 05:10:07,FATAL,access,ALERT: Unusual access pattern detected for user bob,1
2025-09-04 05:54:48,WARN,security,SSL certificate validated for secure.company.com,0
2025-09-04 13:15:39,WARNING,access,ALERT: Access from blacklisted IP 10.0.0.5,1
2025-09-05 00:17:14,INFO,system,System health check completed successfully,0
2025-09-04 13:24:08,INFO,security,Access token refreshed for user eve,0
2025-09-04 22:17:52,WARN,system,Cache cleared - 570 items removed,0
2025-09-04 14:35:07,INFO,security,SSL certificate validated for secure.company.com,0
